Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
24,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
27,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
28,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
30,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
31,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
3,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
4,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
6,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
7,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
10,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
11,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
13,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
14,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
1,May,2015,Cynthia Woods Mitchell Pavilion,Woodlands,United States of America,All The Hits Tour,40.079,-98.816
2,May,2015,Jazz And Heritage Festival,New Orleans,United States of America,All The Hits Tour,40.079,-98.816
3,May,2015,Moody Theater,Austin,United States of America,Andy Roddick Foundation Gala,40.079,-98.816
31,May,2015,Kent Showgrounds,Detling,United Kingdom,All The Hits Tour,52.289,-1.259
6,Jun,2015,Eirias Stadium,Colwyn Bay,United Kingdom,All The Hits Tour,52.289,-1.259
7,Jun,2015,Kingsholm Stadium,Gloucester,United Kingdom,All The Hits Tour,52.289,-1.259
10,Jun,2015,Motorpoint Arena,Cardiff,United Kingdom,All The Hits Tour,52.289,-1.259
13,Jun,2015,Banks's Stadium,Walsall,United Kingdom,All The Hits Tour,52.289,-1.259
14,Jun,2015,Westmorland County Showground,Crooklands,United Kingdom,All The Hits Tour,52.289,-1.259
16,Jun,2015,Eden Project,Cornwall,United Kingdom,All The Hits Tour,52.289,-1.259
17,Jun,2015,Eden Project,Cornwall,United Kingdom,All The Hits Tour,52.289,-1.259
19,Jun,2015,The SSE Hydro,Glasgow,United Kingdom,All The Hits Tour,52.289,-1.259
20,Jun,2015,Outdoors @ AECC,Aberdeen,United Kingdom,All The Hits Tour,52.289,-1.259
23,Jun,2015,Vejle Musikeater,Vejle,Denmark,All The Hits Tour,56.113,9.096
1,Jul,2015,Botaniska Trädgården,Uppsala,Sweden,All The Hits Tour,66.219,19.0
3,Jul,2015,Bergenhus Festning,Bergen,Norway,All The Hits Tour,61.37,9.303
4,Jul,2015,Stavernfestivalen,Stavern,Norway,All The Hits Tour,61.37,9.303
6,Jul,2015,Tivoli Gardens,Copenhagen,Denmark,All The Hits Tour,56.113,9.096
11,Jul,2015,Piazza Napoleone,Lucca,Italy,All The Hits Tour,44.371,11.108
12,Jul,2015,Terme di Caracalla,Rome,Italy,All The Hits Tour,44.371,11.108
15,Jul,2015,Palacio Martin Carpena,Malaga,Spain,All The Hits Tour,40.617,-3.388
17,Jul,2015,Hipódromo de las Mestas,Gijón,Spain,All The Hits Tour,40.617,-3.388
18,Jul,2015,Poliesportiu,Andorra la Vella,Andorra,All The Hits Tour,42.543,1.589
20,Jul,2015,Teatro Real,Madrid,Spain,All The Hits Tour,40.617,-3.388
8,Aug,2015,Outdoor Arena At Harveys,Lake Tahoe,United States of America,All The Hits Tour,40.079,-98.816
9,Aug,2015,Golden Gate Park,San Francisco,United States of America,All The Hits Tour,40.079,-98.816
18,Sep,2015,Piedmont Park,Atlanta,United States of America,Music Midtown Festival,40.079,-98.816
20,Sep,2015,Cidade Do Rock,Rio de Janeiro,Brazil,Rock In Rio,-11.694,-48.978
2,Oct,2015,Denny Sanford Premier Center,Sioux Falls,United States of America,All The Hits Tour,40.079,-98.816
3,Oct,2015,CenturyLink Center,Omaha,United States of America,All The Hits Tour,40.079,-98.816
6,Oct,2015,Rushmore Plaza Civic Center,Rapid City,United States of America,All The Hits Tour,40.079,-98.816
7,Oct,2015,Metrapark Arena,Billings,United States of America,All The Hits Tour,40.079,-98.816
10,Oct,2015,Taco Bell Arena,Boise,United States of America,All The Hits Tour,40.079,-98.816
13,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
14,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
16,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
17,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
20,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
21,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
23,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
24,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
25,Oct,2015,Circuit Of The Americas,Austin,United States of America,Grand Prix,40.079,-98.816
27,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
28,Oct,2015,Treasure Island,San Francisco,United States of America,Oracle OpenWorld,40.079,-98.816
30,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
31,Oct,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
13,Nov,2015,Royal Albert Hall,London,United Kingdom,Royal Variety Show,52.289,-1.259
16,Nov,2015,Osaka-jo Hall,Osaka,Japan,All The Hits Tour,35.962,137.855
18,Nov,2015,Yokohama Arena,Yokohama,Japan,All The Hits Tour,35.962,137.855
21,Nov,2015,Westpac Stadium,Wellington,New Zealand,All The Hits Tour,-42.558,172.377
24,Nov,2015,Exhibition Centre,Hong Kong,China,All The Hits Tour,35.175,99.388
27,Nov,2015,Hyundai Card Understage,Seoul,South Korea,All The Hits Tour,36.338,128.16
1,Dec,2015,Star Theatre,Singapore,Singapore,All The Hits Tour,1.339,103.83
2,Dec,2015,Star Theatre,Singapore,Singapore,All The Hits Tour,1.339,103.83
5,Dec,2015,Hope Estate Winery,Pokolbin,Australia,All The Hits Tour,-24.578,133.582
8,Dec,2015,Entertainment Centre,Brisbane,Australia,All The Hits Tour,-24.578,133.582
11,Dec,2015,Rod Laver Arena,Melbourne,Australia,All The Hits Tour,-24.578,133.582
12,Dec,2015,Mt. Duneed Estate,Geelong,Australia,All The Hits Tour,-24.578,133.582
15,Dec,2015,Entertainment Centre,Adelaide,Australia,All The Hits Tour,-24.578,133.582
17,Dec,2015,Hordern Pavilion,Sydney,Australia,All The Hits Tour,-24.578,133.582
19,Dec,2015,Qantas Credit Union Arena,Sydney,Australia,All The Hits Tour,-24.578,133.582
13,Jan,2016,Wiltern Theatre,Los Angeles,United States of America,none,40.079,-98.816
19,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
20,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
22,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
23,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
26,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
27,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
29,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
31,Jan,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
5,Feb,2016,The Olympia,Paris,France,none,46.656,2.543
3,Feb,2016,Maida Vale Studios,London,United Kingdom,none,52.289,-1.259
6,Feb,2016,The Olympia,Paris,France,none,46.656,2.543
7,Feb,2016,The Olympia,Paris,France,none,46.656,2.543
24,Feb,2016,MGM Grand Garden Arena,Las Vegas,United States of America,IBM InterConnect Conference,40.079,-98.816
27,Feb,2016,Tower Records,Los Angeles,United States of America,Free Street Concert,40.079,-98.816
2,Mar,2016,Radio City Music Hall,New York,United States of America,I'm With Her,40.079,-98.816
9,Mar,2016,Germain Arena,Estero,United States of America,Wonderful Crazy Night,40.079,-98.816
11,Mar,2016,Freedom Hall Civic Center,Johnson City,United States of America,Wonderful Crazy Night,40.079,-98.816
12,Mar,2016,McKenzie Arena,Chattanooga,United States of America,Wonderful Crazy Night,40.079,-98.816
15,Mar,2016,Civic Center,Mobile,United States of America,Wonderful Crazy Night,40.079,-98.816
16,Mar,2016,Civic Center,Columbus,United States of America,Wonderful Crazy Night,40.079,-98.816
18,Mar,2016,Berglund Center,Roanoke,United States of America,Wonderful Crazy Night,40.079,-98.816
19,Mar,2016,John Paul Jones Arena,Charlottesville,United States of America,Wonderful Crazy Night,40.079,-98.816
22,Mar,2016,Covelli Centre,Youngstown,United States of America,Wonderful Crazy Night,40.079,-98.816
23,Mar,2016,Van Andel Arena,Grand Rapids,United States of America,Wonderful Crazy Night,40.079,-98.816
16,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
17,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
19,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
20,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
22,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
23,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
26,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
27,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
29,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
30,Apr,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
26,May,2016,Hayarkon Park,Tel Aviv,Israel,Wonderful Crazy Night,30.992,34.834
28,May,2016,Ice Palace,Saint Petersburg,Russia,Wonderful Crazy Night,64.736,104.062
30,May,2016,Crocus City Hall,Moscow,Russia,Wonderful Crazy Night,64.736,104.062
3,Jun,2016,Almased Arena,Uelzen,Germany,Wonderful Crazy Night,51.382,9.988
4,Jun,2016,Domplatz,Erfurt,Germany,Wonderful Crazy Night,51.382,9.988
5,Jun,2016,Schloss Rastatt,Rastatt,Germany,Wonderful Crazy Night,51.382,9.988
7,Jun,2016,Festhalle,Frankfurt,Germany,Wonderful Crazy Night,51.382,9.988
8,Jun,2016,König Palast,Krefeld,Germany,Wonderful Crazy Night,51.382,9.988
10,Jun,2016,Lincoln Showgrounds,Lincoln,United Kingdom,Wonderful Crazy Night,52.289,-1.259
11,Jun,2016,Leicestershire CCC,Leicester,United Kingdom,Wonderful Crazy Night,52.289,-1.259
12,Jun,2016,Longleat House,Wiltshire,United Kingdom,Wonderful Crazy Night,52.289,-1.259
14,Jun,2016,Echo Arena,Liverpool,United Kingdom,Wonderful Crazy Night,52.289,-1.259
18,Jun,2016,Stadion MOSiR,Oswiecim,Poland,Life Festival Oswiecim,52.442,19.72
19,Jun,2016,Westpoint Exeter,Exeter,United Kingdom,Wonderful Crazy Night,52.289,-1.259
25,Jun,2016,Meadowbank Stadium,Edinburgh,United Kingdom,Wonderful Crazy Night,52.289,-1.259
26,Jun,2016,Blenheim Palace,Woodstock,United Kingdom,Wonderful Crazy Night,52.289,-1.259
30,Jun,2016,Color Line Stadium,Alesund,Norway,Wonderful Crazy Night,61.37,9.303
1,Jul,2016,Sverresborg Arena,Trondheim,Norway,Wonderful Crazy Night,61.37,9.303
2,Jul,2016,Sverresborg Arena,Trondheim,Norway,Wonderful Crazy Night,61.37,9.303
4,Jul,2016,Mindeparken,Aarhus,Denmark,Wonderful Crazy Night,56.113,9.096
6,Jul,2016,Henley-on-Thames,Oxfordshire,United Kingdom,Wonderful Crazy Night,52.289,-1.259
8,Jul,2016,Festival Les Déferlantes,Argelès-sur-Mer,France,Wonderful Crazy Night,46.656,2.543
9,Jul,2016,Musilac Festival,Aix-les-Bains,France,Wonderful Crazy Night,46.656,2.543
10,Jul,2016,Scénith d'Albi,Albi,France,Wonderful Crazy Night,46.656,2.543
12,Jul,2016,Anfiteatro di Pompei,Pompeii,Italy,Wonderful Crazy Night,44.371,11.108
14,Jul,2016,Cabedelo Beach,Porto,Portugal,Wonderful Crazy Night,40.957,-7.937
15,Jul,2016,Piazza Colbert,Barolo,Italy,Wonderful Crazy Night,44.371,11.108
16,Jul,2016,Anfiteatro Camerini,Piazzola sul Brenta,Italy,Wonderful Crazy Night,44.371,11.108
2,Sep,2016,Salle des Étoiles,Monte Carlo,Monaco,private show,43.738,7.424
9,Sep,2016,Expo Antalya Kir Aktivite Alani,Antalya,Turkey,none,39.144,34.188
11,Sep,2016,Hyde Park,London,United Kingdom,BBC Radio 2 Live,52.289,-1.259
18,Sep,2016,Roundhouse,London,United Kingdom,Apple Music Festival,52.289,-1.259
21,Sep,2016,Civic Center,Savannah,United States of America,Wonderful Crazy Night,40.079,-98.816
23,Sep,2016,Giant Center,Hershey,United States of America,Wonderful Crazy Night,40.079,-98.816
24,Sep,2016,Mohegan Sun Arena,Wilkes-Barre,United States of America,Wonderful Crazy Night,40.079,-98.816
27,Sep,2016,PPL Center,Allentown,United States of America,Wonderful Crazy Night,40.079,-98.816
28,Sep,2016,Huntington Center,Toledo,United States of America,Wonderful Crazy Night,40.079,-98.816
29,Sep,2016,Budweiser Gardens,London,Canada,Wonderful Crazy Night,59.207,-111.194
5,Oct,2016,River Center,Baton Rouge,United States of America,Wonderful Crazy Night,40.079,-98.816
7,Oct,2016,State Farm Arena,Hidalgo,United States of America,Wonderful Crazy Night,40.079,-98.816
8,Oct,2016,American Bank Center,Corpus Christi,United States of America,Wonderful Crazy Night,40.079,-98.816
12,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
14,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
15,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
18,Oct,2016,Phoenician Resort,Scottsdale,United States of America,private show,40.079,-98.816
19,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
21,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
22,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
24,Oct,2016,Neuehouse,Los Angeles,United States of America,50 Years of Words and Music,40.079,-98.816
26,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
28,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
29,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
30,Oct,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
10,Nov,2016,Malmö Arena,Malmö,Sweden,Wonderful Crazy Night,66.219,19.0
12,Nov,2016,Saab Arena,Linköping,Sweden,Wonderful Crazy Night,66.219,19.0
14,Nov,2016,Siemens Arena,Vilnius,Lithuania,Wonderful Crazy Night,55.342,24.23
15,Nov,2016,Arena Riga,Riga,Latvia,Wonderful Crazy Night,57.017,25.017
18,Nov,2016,ÖVB Arena,Bremen,Germany,Wonderful Crazy Night,51.382,9.988
19,Nov,2016,Lotto Arena,Antwerp,Belgium,Wonderful Crazy Night,50.675,4.459
22,Nov,2016,Ziggo Dome,Amsterdam,Netherlands,Wonderful Crazy Night,52.17,5.01
24,Nov,2016,Stadthalle,Vienna,Austria,Wonderful Crazy Night,47.65,14.705
25,Nov,2016,Olympiahalle,Munich,Germany,Wonderful Crazy Night,51.382,9.988
26,Nov,2016,O2 Arena,Prague,Czech Republic,Wonderful Crazy Night,49.848,15.281
29,Nov,2016,Le Zénith d'Auvergne,Clermont Ferrand,France,Wonderful Crazy Night,46.656,2.543
2,Dec,2016,SSE Arena,Belfast,Ireland,Wonderful Crazy Night,53.214,-7.588
3,Dec,2016,Metro Radio Arena,Newcastle,United Kingdom,Wonderful Crazy Night,52.289,-1.259
5,Dec,2016,Zénith de Rouen,Rouen,France,Wonderful Crazy Night,46.656,2.543
6,Dec,2016,Le Zénith,Nantes,France,Wonderful Crazy Night,46.656,2.543
8,Dec,2016,Hallenstadion,Zurich,Switzerland,Wonderful Crazy Night,46.779,8.033
9,Dec,2016,Zénith Oméga,Toulon,France,Wonderful Crazy Night,46.656,2.543
11,Dec,2016,MEO Arena,Lisbon,Portugal,Wonderful Crazy Night,40.957,-7.937
28,Dec,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
29,Dec,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
31,Dec,2016,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
1,Jan,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
7,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
8,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
10,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
11,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
13,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
14,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
15,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
18,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
19,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
20,Feb,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
2,Mar,2017,Vivint Smart Home Arena,Salt Lake City,United States of America,private show,40.079,-98.816
4,Mar,2017,Matthew Knight Arena,Eugene,United States of America,Wonderful Crazy Night,40.079,-98.816
5,Mar,2017,Spokane Arena,Spokane,United States of America,Wonderful Crazy Night,40.079,-98.816
7,Mar,2017,Brick Breeden Fieldhouse,Bozeman,United States of America,Wonderful Crazy Night,40.079,-98.816
8,Mar,2017,Adams Center,Missoula,United States of America,Wonderful Crazy Night,40.079,-98.816
11,Mar,2017,Save-On-Foods Memorial Centre,Victoria,Canada,Wonderful Crazy Night,59.207,-111.194
12,Mar,2017,Save-On-Foods Memorial Centre,Victoria,Canada,Wonderful Crazy Night,59.207,-111.194
15,Mar,2017,Casper Events Center,Casper,United States of America,Wonderful Crazy Night,40.079,-98.816
16,Mar,2017,Broadmoor World Arena,Colorado Springs,United States of America,Wonderful Crazy Night,40.079,-98.816
21,Mar,2017,Tucson Convention Center,Tucson,United States of America,Wonderful Crazy Night,40.079,-98.816
22,Mar,2017,Tingley Coliseum,Albuquerque,United States of America,Wonderful Crazy Night,40.079,-98.816
23,Mar,2017,Don Haskins Center,El Paso,United States of America,Wonderful Crazy Night,40.079,-98.816
31,Mar,2017,Pedreira Paulo Leminski,Curibita,Brazil,Wonderful Crazy Night,-11.694,-48.978
1,Apr,2017,Praça da Apoteose,Rio de Janeiro,Brazil,Wonderful Crazy Night,-11.694,-48.978
4,Apr,2017,Estádio Beira-Rio,Porto Alegre,Brazil,Wonderful Crazy Night,-11.694,-48.978
6,Apr,2017,Allianz Parque,Sao Paulo,Brazil,Wonderful Crazy Night,-11.694,-48.978
10,Apr,2017,Movistar Arena,Santiago,Chile,Wonderful Crazy Night,-23.176,-69.201
3,Jun,2017,The Twickenham Stoop,London,United Kingdom,Wonderful Crazy Night,52.289,-1.259
4,Jun,2017,3aaa County Ground,Derby,United Kingdom,Wonderful Crazy Night,52.289,-1.259
7,Jun,2017,Genting Arena,Birmingham,United Kingdom,Wonderful Crazy Night,52.289,-1.259
8,Jun,2017,First Direct Arena,Leeds,United Kingdom,Wonderful Crazy Night,52.289,-1.259
10,Jun,2017,Ewood Park,Lancashire,United Kingdom,Wonderful Crazy Night,52.289,-1.259
11,Jun,2017,ABAX Stadium,Peterborough,United Kingdom,Wonderful Crazy Night,52.289,-1.259
13,Jun,2017,d'Coque Arena,Luxembourg City,Luxembourg,Wonderful Crazy Night,49.671,6.113
15,Jun,2017,Mølleparken,Sønderborg,Denmark,Wonderful Crazy Night,56.113,9.096
17,Jun,2017,Portman Road Stadium,Ipswich,United Kingdom,Wonderful Crazy Night,52.289,-1.259
18,Jun,2017,Select Security Stadium,Widnes,United Kingdom,Wonderful Crazy Night,52.289,-1.259
20,Jun,2017,Live at the Marquee,Cork,Ireland,Wonderful Crazy Night,53.214,-7.588
24,Jun,2017,Excelsior Stadium,Airdrie,United Kingdom,Wonderful Crazy Night,52.289,-1.259
25,Jun,2017,Le Zénith,Nantes,France,Wonderful Crazy Night,46.656,2.543
27,Jun,2017,Lanxess Arena,Cologne,Germany,Wonderful Crazy Night,51.382,9.988
29,Jun,2017,Bystranda,Kristiansand,Norway,Wonderful Crazy Night,61.37,9.303
30,Jun,2017,Stortorget,Hamar,Norway,Wonderful Crazy Night,61.37,9.303
2,Jul,2017,Gröna Lund,Stockholm,Sweden,Wonderful Crazy Night,66.219,19.0
5,Jul,2017,SAP Arena,Mannheim,Germany,Wonderful Crazy Night,51.382,9.988
7,Jul,2017,Mercedes-Benz Arena,Berlin,Germany,Wonderful Crazy Night,51.382,9.988
8,Jul,2017,Barclaycard Arena,Hamburg,Germany,Wonderful Crazy Night,51.382,9.988
9,Jul,2017,Opera Lesna,Sopot,Poland,Wonderful Crazy Night,52.442,19.72
14,Jul,2017,Piazza Sordello,Mantova,Italy,Wonderful Crazy Night,44.371,11.108
15,Jul,2017,Wörthersee Stadion,Klagenfurt,Austria,Wonderful Crazy Night,47.65,14.705
16,Jul,2017,Burg Klam,Klam bei Grein,Austria,Wonderful Crazy Night,47.65,14.705
18,Jul,2017,Gran Canaria Arena,Las Palmas,Spain,Wonderful Crazy Night,40.617,-3.388
20,Jul,2017,Starlite Festival,Marbella,Spain,Wonderful Crazy Night,40.617,-3.388
22,Sep,2017,BB Print Stadium,Mackay,Australia,Once In A Lifetime,-24.578,133.582
24,Sep,2017,WIN Stadium,Wollongong,Australia,Once In A Lifetime,-24.578,133.582
26,Sep,2017,Hordern Pavilion,Sydney,Australia,Once In A Lifetime,-24.578,133.582
27,Sep,2017,Derwent Entertainment Centre,Hobart,Australia,Once In A Lifetime,-24.578,133.582
28,Sep,2017,Derwent Entertainment Centre,Hobart,Australia,Once In A Lifetime,-24.578,133.582
30,Sep,2017,Cazaly's Stadium,Cairns,Australia,Once In A Lifetime,-24.578,133.582
1,Oct,2017,Rochford Wines Yarra Valley,Coldstream VIC,Australia,Once In A Lifetime,-24.578,133.582
11,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
13,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
14,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
15,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
18,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
20,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
21,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
24,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
25,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
27,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
28,Oct,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
1,Nov,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
3,Nov,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
4,Nov,2017,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano,40.079,-98.816
10,Nov,2017,TaxSlayer Center,Moline,United States of America,Wonderful Crazy Night,40.079,-98.816
11,Nov,2017,Ford Center,Evansville,United States of America,Wonderful Crazy Night,40.079,-98.816
14,Nov,2017,K-Rock Centre,Kingston,Canada,Wonderful Crazy Night,59.207,-111.194
15,Nov,2017,Meridian Centre,St. Catharines,Canada,Wonderful Crazy Night,59.207,-111.194
17,Nov,2017,Cross Insurance Arena,Portland,United States of America,Wonderful Crazy Night,40.079,-98.816
18,Nov,2017,Cross Insurance Center,Bangor,United States of America,Wonderful Crazy Night,40.079,-98.816
1,Dec,2017,AccorHotels Arena,Paris,France,Wonderful Crazy Night,46.656,2.543
3,Dec,2017,Palau Sant Jordi,Barcelona,Spain,Wonderful Crazy Night,40.617,-3.388
5,Dec,2017,Barclaycard Arena,Hamburg,Germany,Wonderful Crazy Night,51.382,9.988
6,Dec,2017,Grimaldi Forum,Monaco,Monaco,Wonderful Crazy Night,43.738,7.424
8,Dec,2017,Autism Rocks Arena,Dubai,United Arab Emirates,Wonderful Crazy Night,23.93,53.903
10,Dec,2017,Forum de Beyrouth,Beirut,Lebanon,Wonderful Crazy Night,34.161,36.021
12,Dec,2017,Le Zénith,Toulouse,France,Wonderful Crazy Night,46.656,2.543
14,Dec,2017,Crocus City Hall,Moscow,Russia,Wonderful Crazy Night,64.736,104.062
16,Dec,2017,Rothaus Halle,Friedrichshafen,Germany,Wonderful Crazy Night,51.382,9.988
11,Jan,2019,Taco Bell Arena,Boise,United States of America,Farewell Yellow Brick Road,40.079,-98.816
12,Jan,2019,Moda Center,Portland,United States of America,Farewell Yellow Brick Road,40.079,-98.816
15,Jan,2019,Save Mart Center,Fresno,United States of America,Farewell Yellow Brick Road,40.079,-98.816
16,Jan,2019,Golden 1 Center,Sacramento,United States of America,Farewell Yellow Brick Road,40.079,-98.816
18,Jan,2019,Oracle Arena,Oakland,United States of America,Farewell Yellow Brick Road,40.079,-98.816
19,Jan,2019,SAP Center,San Jose,United States of America,Farewell Yellow Brick Road,40.079,-98.816
22,Jan,2019,STAPLES Center,Los Angeles,United States of America,Farewell Yellow Brick Road,40.079,-98.816
23,Jan,2019,STAPLES Center,Los Angeles,United States of America,Farewell Yellow Brick Road,40.079,-98.816
25,Jan,2019,STAPLES Center,Los Angeles,United States of America,Farewell Yellow Brick Road,40.079,-98.816
26,Jan,2019,Gila River Arena,Glendale,United States of America,Farewell Yellow Brick Road,40.079,-98.816
29,Jan,2019,Valley View Casino Center,San Diego,United States of America,Farewell Yellow Brick Road,40.079,-98.816
30,Jan,2019,STAPLES Center,Los Angeles,United States of America,Farewell Yellow Brick Road,40.079,-98.816
1,Feb,2019,The Forum,Los Angeles,United States of America,Farewell Yellow Brick Road,40.079,-98.816
2,Feb,2019,The Forum,Los Angeles,United States of America,Farewell Yellow Brick Road,40.079,-98.816
6,Feb,2019,Pepsi Center,Denver,United States of America,Farewell Yellow Brick Road,40.079,-98.816
7,Feb,2019,Pepsi Center,Denver,United States of America,Farewell Yellow Brick Road,40.079,-98.816
