Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
27,Nov,2011,Star City Lyric Theatre,Sydney,Australia,Greatest Hits Tour,-33.8698439,151.2082848
30,Nov,2011,Entertainment Centre,Brisbane,Australia,Greatest Hits Tour,-27.4689623,153.0235009
3,Dec,2011,Hope Estate Winery,Pokolbin,Australia,Greatest Hits Tour,-32.7792106,151.2978747
4,Dec,2011,Hope Estate Winery,Pokolbin,Australia,Greatest Hits Tour,-32.7792106,151.2978747
6,Dec,2011,Rod Laver Arena,Melbourne,Australia,Greatest Hits Tour,-37.8142454,144.9631732
7,Dec,2011,Rod Laver Arena,Melbourne,Australia,Greatest Hits Tour,-37.8142454,144.9631732
9,Dec,2011,Coopers Stadium,Adelaide,Australia,Greatest Hits Tour,-34.9281805,138.5999312
11,Dec,2011,Burswood Dome,Perth,Australia,Greatest Hits Tour,-31.9558967,115.8605784
6,Jan,2012,Blaisdell Arena,Honolulu,USA,Greatest Hits Tour,21.304547,-157.855676
7,Jan,2012,Blaisdell Arena,Honolulu,USA,Greatest Hits Tour,21.304547,-157.855676
1,Feb,2012,Estadio Nacional,Lima,Peru,Greatest Hits Tour,-12.0459808,-77.0305912
3,Feb,2012,Ricardo Saprissa Stadium,Tibas,Costa Rica,Greatest Hits Tour,9.9571394,-84.0821627
4,Feb,2012,Figali Convention Center,Panama City,Panama,Greatest Hits Tour,8.9714493,-79.5341802
5,Feb,2012,Simon Bolivar University,Caracas,Venezuela,Greatest Hits Tour,10.5060934,-66.9146008
9,Feb,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
10,Feb,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
11,Feb,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
14,Feb,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
16,Feb,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
17,Feb,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
18,Feb,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
24,Feb,2012,Estadio Omnilife,Jalisco,Mexico,Greatest Hits Tour,20.3333331,-103.6666671
2,Mar,2012,National Auditorium,Mexico City,Mexico,Greatest Hits Tour,19.3207722,-99.1514678
3,Mar,2012,National Auditorium,Mexico City,Mexico,Greatest Hits Tour,19.3207722,-99.1514678
6,Mar,2012,James Brown Arena,Augusta,USA,Greatest Hits Tour,,
7,Mar,2012,North Charleston Coliseum,North Charleston,USA,Greatest Hits Tour,32.8546197,-79.9748103
9,Mar,2012,BankAtlantic Center,Sunrise,USA,Greatest Hits Tour,26.1666888,-80.2787573
10,Mar,2012,Amway Center,Orlando,USA,Greatest Hits Tour,28.5421109,-81.3790304
13,Mar,2012,Germain Arena,Estero,USA,Greatest Hits Tour,26.4381474,-81.8067537
15,Mar,2012,Roanoke Civic Center,Roanoke,USA,Greatest Hits Tour,37.270973,-79.9414313
16,Mar,2012,RBC Center,Raleigh,USA,Greatest Hits Tour,35.7803977,-78.6390989
17,Mar,2012,Richmond Coliseum,Richmond,USA,Greatest Hits Tour,37.5385087,-77.43428
20,Mar,2012,Ford Center,Evansville,USA,Greatest Hits Tour,37.970495,-87.5715641
21,Mar,2012,Wings Stadium,Kalamazoo,USA,Greatest Hits Tour,42.291707,-85.5872286
22,Mar,2012,Alliant Energy Center,Madison,USA,Greatest Hits Tour,43.074761,-89.3837613
24,Mar,2012,Ralph Engelstad Arena,Grand Forks,USA,Greatest Hits Tour,47.9252104,-97.0306325
29,Mar,2012,Yas Bay Arena,Dubai,United Arab Emirates,2012 Tour,25.0742823,55.1885387
31,Mar,2012,Skarphallen,Tromsø,Norway,2012 Tour,69.6516345,18.9558585
3,Apr,2012,Carnegie Hall,New York,USA,Rainforest Foundation,40.7127281,-74.0060152
13,Apr,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
14,Apr,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
15,Apr,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
18,Apr,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
19,Apr,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
21,Apr,2012,Allen County War Memorial Coliseum,Fort Wayne,USA,Greatest Hits Tour,41.0799898,-85.1386015
22,Apr,2012,Verizon Wireless Center,Mankato,USA,Greatest Hits Tour,44.1658533,-94.0028013
24,Apr,2012,ENMAX Centre,Lethbridge,Canada,Greatest Hits Tour,49.6945782,-112.8331033
25,Apr,2012,ENMAX Centrium,Red Deer,Canada,Greatest Hits Tour,52.2690628,-113.8141464
26,Apr,2012,Crystal Centre,Grand Prairie,Canada,Greatest Hits Tour,55.17108,-118.7949873
4,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
5,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
6,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
9,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
10,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
11,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
12,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
17,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
18,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
19,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
20,May,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
1,Jun,2012,Openair am Dillfeld,Wetzlar,Germany,Greatest Hits Tour,50.570561,8.531245
3,Jun,2012,County Cricket Club,Taunton,England,Greatest Hits Tour,51.0147895,-3.1029086
4,Jun,2012,Buckingham Palace,London,England,Diamond Jubilee concert,51.4893335,-0.1440551
5,Jun,2012,Great Yorkshire Showground,Harrogate,England,Greatest Hits Tour,53.9921491,-1.5391039
7,Jun,2012,Odyssey Arena,Belfast,Ireland,Greatest Hits Tour,54.5975805,-5.9277097
9,Jun,2012,B2Net Stadium,Derbyshire,England,Greatest Hits Tour,,
10,Jun,2012,Falkirk Stadium,Falkirk,Scotland,Greatest Hits Tour,55.9991959,-3.784376
13,Jun,2012,Metro Radio Arena,Newcastle,England,Greatest Hits Tour,54.9738474,-1.6131572
15,Jun,2012,LG Arena,Birmingham,England,Greatest Hits Tour,52.4796992,-1.9026911
16,Jun,2012,Tower Festival Headland,Blackpool,England,Greatest Hits Tour,53.8179442,-3.0509812
19,Jun,2012,Hotel Du Cap-Eden-Roc,Antibes,France,Clear Channel Private Party,43.5812868,7.1262071
22,Jun,2012,Palais Nikaia,Nice,France,Greatest Hits Tour,43.7009358,7.2683912
24,Jun,2012,Halle Tony Garnier,Lyon,France,Greatest Hits Tour,45.7578137,4.8320114
29,Jun,2012,Schlossgarten,Ludwigslust,Germany,Greatest Hits Tour,53.3300229,11.4993644
30,Jun,2012,Independence Square,Kiev,Ukraine,Anti-AIDS Charity Concert,50.4500336,30.5241361
2,Jul,2012,Rocktronic Sunset Strip,Ibiza,Spain,Ibiza 123 Festival,38.9743901,1.4197463
3,Jul,2012,König Pilsener Arena,Oberhausen,Germany,Greatest Hits Tour,51.4696137,6.8514435
4,Jul,2012,Augustenborg Slotspark,Augustenborg,Denmark,Greatest Hits Tour,54.9506719,9.8743203
7,Jul,2012,Atlas Arena,Lodz,Poland,Greatest Hits Tour,51.7728245,19.4784857
10,Jul,2012,Ondrej Nepela Arena,Bratislava,Slovakia,Greatest Hits Tour,48.1516988,17.1093063
12,Jul,2012,Piazza Grande,Locarno,Switzerland,Greatest Hits Tour,46.1695739,8.7954859
13,Jul,2012,Dolder Eisbahn,Zurich,Switzerland,Greatest Hits Tour,47.3744489,8.5410422
14,Jul,2012,Residenzplatz,Würzburg,Germany,Greatest Hits Tour,49.7780356,9.9434769
18,Jul,2012,Castle Tuessling,Tuessling,Germany,Greatest Hits Tour,48.2126986,12.6003582
20,Jul,2012,Münsterplatz,Ulm,Germany,Greatest Hits Tour,48.3984968,9.9912458
21,Jul,2012,Arena of Nîmes,Nîmes,France,Greatest Hits Tour,43.8374249,4.3600687
7,Sep,2012,RBC Centre,Sarnia,Canada,Greatest Hits Tour,42.9743821,-82.403533
9,Sep,2012,Sony Centre for the Performing Arts,Toronto,Canada,Fashion Cares,43.6534817,-79.3839347
11,Sep,2012,Mississippi Coliseum,Jackson,USA,Greatest Hits Tour,32.2998686,-90.1830408
12,Sep,2012,Von Braun Center,Huntsville,USA,Greatest Hits Tour,34.729847,-86.5859011
14,Sep,2012,USF Sun Dome,Tampa,USA,Greatest Hits Tour,27.9477595,-82.458444
15,Sep,2012,Civic Center,Savannah,USA,Greatest Hits Tour,,
16,Sep,2012,Freedom Hall Civic Center,Johnson City,USA,Greatest Hits Tour,,
18,Sep,2012,WesBanco Arena,Wheeling,USA,Greatest Hits Tour,40.0639616,-80.7209149
19,Sep,2012,Memorial Centre,Peterborough,Canada,Greatest Hits Tour,,
21,Sep,2012,Wembley Arena,London,England,Peace One Day concert,51.4893335,-0.1440551
10,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
11,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
12,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
13,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
18,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
19,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
20,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
21,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
26,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
27,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
28,Oct,2012,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
10,Nov,2012,Perth Arena,Perth,Australia,Rocket Man 40th Anniversary,-31.9558967,115.8605784
12,Nov,2012,Perth Arena,Perth,Australia,Rocket Man 40th Anniversary,-31.9558967,115.8605784
14,Nov,2012,Canberra Stadium,Canberra,Australia,Rocket Man 40th Anniversary,-35.2975906,149.1012676
15,Nov,2012,Sydney Entertainment Centre,Sydney,Australia,Rocket Man 40th Anniversary,-33.8698439,151.2082848
16,Nov,2012,Sydney Entertainment Centre,Sydney,Australia,Solo with Pnau,-33.8698439,151.2082848
17,Nov,2012,Mata Elang International Stadium,Jakarta,Indonesia,Rocket Man 40th Anniversary,,
18,Nov,2012,Rod Laver Arena,Melbourne,Australia,Rocket Man 40th Anniversary,-37.8142454,144.9631732
20,Nov,2012,Silverdome,Launceston,Australia,Rocket Man 40th Anniversary,-41.4340813,147.1373496
23,Nov,2012,Mercedes-Benz Arena,Shanghai,China,Rocket Man 40th Anniversary,31.2312707,121.4700152
25,Nov,2012,Mastercard Center,Beijing,China,Rocket Man 40th Anniversary,40.190632,116.412144
27,Nov,2012,Olympic Gymnastics Arena,Seoul,South Korea,Rocket Man 40th Anniversary,37.5666791,126.9782914
29,Nov,2012,Arena of Stars,Pahang,Malaysia,Rocket Man 40th Anniversary,3.6168822,102.5994547
4,Dec,2012,Exhibition Centre,Hong Kong,China,Rocket Man 40th Anniversary,22.350627,114.1849161
6,Dec,2012,International Sports Arena,Guangzhou,China,Rocket Man 40th Anniversary,23.1301964,113.2592945
8,Dec,2012,Smart Araneta Coliseum,Manila,Philippines,Rocket Man 40th Anniversary,14.5904492,120.9803621
10,Dec,2012,Nangang Exhibition Hall,Taipei,Taiwan,Rocket Man 40th Anniversary,25.0375198,121.5636796
13,Dec,2012,Impact Arena,Bangkok,Thailand,Rocket Man 40th Anniversary,13.7524938,100.4935089
25,Jan,2013,Hyperion Theater,Anaheim,USA,Yamaha Anniversary Concert,33.8347516,-117.911732
27,Feb,2013,Jockey Club,Sao Paulo,Brazil,Rocket Man 40th Anniversary,-23.5506507,-46.6333824
28,Feb,2013,Quinta Vergara Amphitheater,Viña del Mar,Chile,Rocket Man 40th Anniversary,,
2,Mar,2013,Vélez Sarsfield Stadium,Buenos Aires,Argentina,Rocket Man 40th Anniversary,-34.6095579,-58.3887904
4,Mar,2013,Parque Central,Montevideo,Uruguay,Rocket Man 40th Anniversary,-34.9058916,-56.1913095
5,Mar,2013,Estadio Zequinha,Porto Alegre,Brazil,Rocket Man 40th Anniversary,,
6,Mar,2013,Yacht y Golf Club Paraguayo,Asuncion,Paraguay,Rocket Man 40th Anniversary,,
8,Mar,2013,CICB,Brasilia,Brazil,Rocket Man 40th Anniversary,,
9,Mar,2013,Mineirao,Belo Horizonte,Brazil,Rocket Man 40th Anniversary,,
10,Mar,2013,Chevrolet Hall,Olinda,Brazil,Rocket Man 40th Anniversary,,
16,Mar,2013,FedExForum,Memphis,USA,Rocket Man 40th Anniversary,35.1460249,-90.0517638
20,Mar,2013,Centreplex,Macon,USA,Rocket Man 40th Anniversary,32.8406946,-83.6324022
22,Mar,2013,Garrett Coliseum,Montgomery,USA,Rocket Man 40th Anniversary,32.37742,-86.3091683
23,Mar,2013,McKenzie Arena,Chattanooga,USA,Rocket Man 40th Anniversary,35.0457219,-85.3094883
28,Mar,2013,Toyota Center,Houston,USA,Rocket Man 40th Anniversary,29.7589382,-95.3676974
29,Mar,2013,River Center,Baton Rouge,USA,Rocket Man 40th Anniversary,30.4494155,-91.1869659
30,Mar,2013,Mississippi Coast Coliseum,Biloxi,USA,Rocket Man 40th Anniversary,30.4007626,-88.8893818
3,Apr,2013,Nutter Center,Dayton,USA,Rocket Man 40th Anniversary,39.7589478,-84.1916069
5,Apr,2013,Bridgestone Arena,Nashville,USA,Rocket Man 40th Anniversary,36.1622767,-86.7742984
6,Apr,2013,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,USA,Rocket Man 40th Anniversary,36.0998131,-80.2440518
20,Apr,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
21,Apr,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
23,Apr,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
24,Apr,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
27,Apr,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
30,Apr,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
1,May,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
3,May,2013,Hyatt Regency Century Plaza,Los Angeles,USA,Race to Erase MS Gala,34.0536909,-118.242766
4,May,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
5,May,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
8,May,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
9,May,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
10,May,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
11,May,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
13,May,2013,Jacob Javits Convention Center,New York,USA,Robin Hood Foundation Gala,40.7127281,-74.0060152
4,Jun,2013,Bud Walton Arena,Fayetteville,USA,Walmart Associates Concert,,
17,Jun,2013,Pantschau,Murten,Switzerland,Rocket Man 40th Anniversary,,
18,Jun,2013,Stadthalle,Vienna,Austria,Rocket Man 40th Anniversary,48.2083537,16.3725042
19,Jun,2013,Salzburgarena,Salzburg,Austria,Rocket Man 40th Anniversary,47.7981346,13.0464806
21,Jun,2013,Zénith de Caen,Caen,France,Rocket Man 40th Anniversary,,
22,Jun,2013,Resenlund Park,Skive,Denmark,Rocket Man 40th Anniversary,,
23,Jun,2013,Live at the Marquee,Cork,Ireland,Rocket Man 40th Anniversary,51.8985136,-8.4726423
29,Jun,2013,Tallinn Song Festival Grounds,Tallinn,Estonia,Rocket Man 40th Anniversary,59.4372155,24.7453688
3,Jul,2013,Théâtre de Verdure,Saint-Malô-du-Bois,France,Rocket Man 40th Anniversary,46.9287366,-0.9005877
2,Sep,2013,Palladium,London,England,Brit Icon Awards,51.4893335,-0.1440551
4,Sep,2013,Leeds Arena,Leeds,England,Rocket Man 40th Anniversary,53.7974185,-1.5437941
5,Sep,2013,Waldbühne,Berlin,Germany,Rocket Man 40th Anniversary,52.5173885,13.3951309
7,Sep,2013,Domplatz,Magdeburg,Germany,Rocket Man 40th Anniversary,52.1314783,11.6400789
8,Sep,2013,Robin Hill Country Park,Newport,England,Rocket Man 40th Anniversary,50.7003707,-1.2952039
12,Sep,2013,Roundhouse,London,England,iTunes Festival,51.4893335,-0.1440551
16,Sep,2013,USC Bovard Auditorium,Los Angeles,USA,private performance,34.0536909,-118.242766
18,Sep,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
19,Sep,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
20,Sep,2013,MGM Grand Garden Arena,Las Vegas,USA,IHeartRadio Music Festival,36.1674263,-115.1484131
21,Sep,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
24,Sep,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
25,Sep,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
27,Sep,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
28,Sep,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
1,Oct,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
2,Oct,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
5,Oct,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
6,Oct,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
9,Oct,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
10,Oct,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
12,Oct,2013,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
17,Oct,2013,Moody Theater,Austin,USA,Andy Roddick Foundation,30.2711286,-97.7436995
8,Nov,2013,Webster Bank Arena,Bridgeport,USA,The Diving Board,41.1792695,-73.1887863
9,Nov,2013,Dunkin Donuts Center,Providence,USA,The Diving Board,41.8239891,-71.4128343
12,Nov,2013,TD Garden,Boston,USA,The Diving Board,42.3554334,-71.060511
14,Nov,2013,Verizon Center,Washington,USA,The Diving Board,38.8950368,-77.0365427
16,Nov,2013,Philips Arena,Atlanta,USA,The Diving Board,33.7544657,-84.3898151
18,Nov,2013,Erie Insurance Arena,Erie,USA,The Diving Board,42.1294712,-80.0852695
20,Nov,2013,Nationwide Arena,Columbus,USA,The Diving Board,39.9622601,-83.0007065
22,Nov,2013,Xcel Energy Center,St. Paul,USA,The Diving Board,44.9497487,-93.0931028
23,Nov,2013,Pinnacle Bank Arena,Lincoln,USA,The Diving Board,40.8088861,-96.7077751
24,Nov,2013,Chaifetz Arena,St. Louis,USA,The Diving Board,38.6280278,-90.1910154
27,Nov,2013,Wells Fargo Center,Philadelphia,USA,The Diving Board,39.9527237,-75.1635262
29,Nov,2013,Joe Louis Arena,Detroit,USA,The Diving Board,42.3315509,-83.0466403
30,Nov,2013,Allstate Arena,Rosemont,USA,The Diving Board,41.9941334,-87.8756737
3,Dec,2013,Madison Square Garden,New York,USA,The Diving Board,40.7127281,-74.0060152
4,Dec,2013,Madison Square Garden,New York,USA,The Diving Board,40.7127281,-74.0060152
6,Dec,2013,Crocus City Hall,Moscow,Russia,The Diving Board,55.625578,37.6063916
7,Dec,2013,Tatneft Arena,Kazan,Russia,The Diving Board,55.7823547,49.1242266
9,Dec,2013,The Olympia,Paris,France,The Diving Board,48.8588897,2.320041
10,Dec,2013,The Olympia,Paris,France,The Diving Board,48.8588897,2.320041
11,Dec,2013,The Olympia,Paris,France,The Diving Board,48.8588897,2.320041
13,Dec,2013,Friends Arena,Stockholm,Sweden,The Diving Board,59.3251172,18.0710935
14,Dec,2013,Spektrum,Oslo,Norway,The Diving Board,59.9133301,10.7389701
16,Dec,2013,Palais 12,Brussels,Belgium,The Diving Board,50.8465573,4.351697
18,Dec,2013,O2 Arena,Prague,Czech Republic,The Diving Board,50.0874654,14.4212535
19,Dec,2013,Žalgiris Arena,Kaunas,Lithuania,The Diving Board,54.8982139,23.9044817
1,Feb,2014,Covelli Centre,Youngstown,USA,Follow The Yellow Brick Road,41.1035786,-80.6520161
3,Feb,2014,Budweiser Gardens,London,Canada,Follow The Yellow Brick Road,42.9832406,-81.243372
5,Feb,2014,Bell Centre,Montreal,Canada,Follow The Yellow Brick Road,45.5031824,-73.5698065
6,Feb,2014,Air Canada Centre,Toronto,Canada,Follow The Yellow Brick Road,43.6534817,-79.3839347
8,Feb,2014,Copps Coliseum,Hamilton,Canada,Follow The Yellow Brick Road,43.2560802,-79.8728583
12,Feb,2014,General Motors Centre,Oshawa,Canada,Follow The Yellow Brick Road,43.8975558,-78.8635324
13,Feb,2014,Canadian Tire Centre,Ottawa,Canada,Follow The Yellow Brick Road,45.4208777,-75.6901106
15,Feb,2014,Arena Plaza San Francisco,Quito,Ecuador,Follow The Yellow Brick Road,-0.2201641,-78.5123274
19,Feb,2014,HSBC Arena,Rio de Janeiro,Brazil,Follow The Yellow Brick Road,-22.9110137,-43.2093727
21,Feb,2014,Estádio Serra Dourada,Goiânia,Brazil,Follow The Yellow Brick Road,-16.680882,-49.2532691
22,Feb,2014,Itaipava Fonte Nova Arena,Salvador,Brazil,Follow The Yellow Brick Road,-12.9822499,-38.4812772
26,Feb,2014,Arena Castelao,Fortaleza,Brazil,Follow The Yellow Brick Road,-3.7304512,-38.5217989
28,Feb,2014,Altos de Chavón Amphitheatre,La Romana,Dominican Republic,Follow The Yellow Brick Road,18.4230137,-68.9661104
12,Mar,2014,Ford Arena,Beaumont,USA,Follow The Yellow Brick Road,30.0829344,-94.0984277
13,Mar,2014,American Airlines Center,Dallas,USA,Follow The Yellow Brick Road,32.7762719,-96.7968559
15,Mar,2014,Birmingham-Jefferson Convention Center,Birmingham,USA,Follow The Yellow Brick Road,33.5206824,-86.8024326
16,Mar,2014,Pensacola Bay Center,Pensacola,USA,Follow The Yellow Brick Road,30.421309,-87.2169149
19,Mar,2014,BancorpSouth Arena,Tupelo,USA,Follow The Yellow Brick Road,34.2576067,-88.7033859
21,Mar,2014,New Orleans Arena,New Orleans,USA,Follow The Yellow Brick Road,29.9559145,-90.0730259
22,Mar,2014,CenturyLink Center,Bossier City,USA,Follow The Yellow Brick Road,,
29,Mar,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
30,Mar,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
1,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
3,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
5,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
6,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
9,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
10,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
16,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
18,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
19,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
22,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
23,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
25,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
26,Apr,2014,Caesars Palace,Las Vegas,USA,Million Dollar Piano,36.1674263,-115.1484131
11,Jun,2014,Charleston Civic Center,Charleston,USA,Follow The Yellow Brick Road,32.7884363,-79.9399309
12,Jun,2014,Farm Bureau Live,Virginia Beach,USA,Follow The Yellow Brick Road,36.8496579,-75.9760751
14,Jun,2014,PNC Music Pavilion,Charlotte,USA,Follow The Yellow Brick Road,35.2272086,-80.8430827
15,Jun,2014,Great Stage Park,Manchester,USA,Follow The Yellow Brick Road,42.9956397,-71.4547891
21,Jun,2014,Sports Village Stadium,Leigh,England,Follow The Yellow Brick Road,53.4960455,-2.5171495
22,Jun,2014,AFG Arena,St. Gallen,Switzerland,Follow The Yellow Brick Road,47.425618,9.3762397
24,Jun,2014,Capital FM Arena,Nottingham,England,Follow The Yellow Brick Road,52.9534193,-1.1496461
28,Jun,2014,Stoke Park Country Club,Buckinghamshire,England,2014 Solo,51.840894,-0.8998074
29,Jun,2014,Weston Homes Community Stadium,Colchester,England,Follow The Yellow Brick Road,51.8896903,0.8994651
2,Jul,2014,Metro Radio Arena,Newcastle,England,Follow The Yellow Brick Road,54.9738474,-1.6131572
4,Jul,2014,Cap Roig,Calella de Palafrugell,Spain,Follow The Yellow Brick Road,41.8897233,3.1805917
5,Jul,2014,Skovdalen,Aalborg,Denmark,Follow The Yellow Brick Road,57.0462626,9.9215263
6,Jul,2014,Gerry Weber Stadion,Halle,Germany,Follow The Yellow Brick Road,51.4824354,11.9712985
10,Jul,2014,Domplatz,Fulda,Germany,Follow The Yellow Brick Road,50.5542328,9.6770448
11,Jul,2014,Theaterplatz,Dresden,Germany,Follow The Yellow Brick Road,51.0493286,13.7381437
12,Jul,2014,Sparkassen-Arena,Kiel,Germany,Follow The Yellow Brick Road,54.3227085,10.135555
16,Jul,2014,Theatre Romain Fourviere,Lyon,France,Follow The Yellow Brick Road,45.7578137,4.8320114
18,Jul,2014,Vieilles Charrues Festival,Carhaix,France,Follow The Yellow Brick Road,48.2779955,-3.5621984
19,Jul,2014,Zollhafen Nordmole,Mainz,Germany,Follow The Yellow Brick Road,49.9995205,8.2736253
20,Jul,2014,Warsteiner HockeyPark,Mönchengladbach,Germany,Follow The Yellow Brick Road,51.1947131,6.4353792
22,Jul,2014,Schloss Thurn und Taxis,Regensburg,Germany,Follow The Yellow Brick Road,49.0195333,12.0974869
23,Jul,2014,Marktplatz,Lörrach,Germany,Follow The Yellow Brick Road,47.6120896,7.6607218
